City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Guanica,PR,17.9716,-66.908,88.7,70,13,8.01,few clouds
450,Great Yarmouth,GB,52.6083,1.7305,58.06,64,15,12.39,few clouds
451,Kloulklubed,PW,7.0419,134.2556,79.3,78,72,14.36,broken clouds
452,Minas,UY,-34.3759,-55.2377,84.38,48,99,10.27,overcast clouds
453,Rio Gallegos,AR,-51.6226,-69.2181,46.45,42,40,25.32,scattered clouds
454,Fukue,JP,32.6881,128.8419,57.15,95,100,18.45,moderate rain
455,Sokolka,PL,53.4072,23.5023,41.67,42,2,7.4,clear sky
456,Baiyin,CN,36.5583,104.2081,46.13,58,99,3.42,overcast clouds
457,Voskresenskoye,RU,56.8381,45.4317,19.53,90,86,4.23,overcast clouds
458,Dali,CN,25.7,100.1833,58.08,57,40,2.84,scattered clouds
459,Nyakahanga,TZ,-1.6033,31.1414,66.34,70,93,3.31,overcast clouds
460,Narsaq,GL,60.9167,-46.05,7.02,51,76,5.95,broken clouds
461,Liyang,CN,29.7057,118.2862,50.47,88,100,4.34,overcast clouds
462,Vicuna,CL,-30.0319,-70.7081,84.78,42,100,8.81,overcast clouds
463,Igrim,RU,63.1906,64.4162,19.04,97,100,3.89,overcast clouds
464,Charters Towers,AU,-20.1,146.2667,71.8,87,53,6.98,broken clouds
465,Nesna,NO,66.1967,13.0213,46.51,80,100,15.7,overcast clouds
466,Trairi,BR,-3.2778,-39.2689,83.08,73,96,5.93,overcast clouds
467,Manacapuru,BR,-3.2997,-60.6206,81.72,80,80,4.52,broken clouds
468,Mhango,TZ,-3.2833,32.85,66.6,92,100,6.15,moderate rain
469,Kavieng,PG,-2.5744,150.7967,82.99,67,9,13.58,clear sky
470,Ongandjera,NA,-17.8833,15.0667,86.86,22,7,2.62,clear sky
471,Sijunjung,ID,-0.6876,100.9537,72.52,94,100,2.48,overcast clouds
472,Youghal,IE,51.95,-7.8506,58.08,75,24,11.54,few clouds
473,Ciudad Guayana,VE,8.3533,-62.6528,80.28,69,93,8.57,overcast clouds
474,Lubango,AO,-14.9172,13.4925,69.62,50,100,6.11,overcast clouds
475,Loiza,PR,18.4313,-65.8802,85.21,65,20,18.41,few clouds
476,Nefteyugansk,RU,61.0998,72.6035,1.72,99,42,5.66,scattered clouds
477,San Quintin,MX,30.4833,-115.95,62.69,71,2,2.42,clear sky
478,Iberia,US,29.9502,-91.7507,68.05,88,40,11.5,scattered clouds
479,Padang,ID,-0.9492,100.3543,77.36,91,100,5.53,moderate rain
480,Sechura,PE,-5.5569,-80.8222,83.57,50,80,5.84,broken clouds
481,Santa Maria,BR,-29.6842,-53.8069,79.9,69,0,4.61,light rain
482,North Bend,US,43.4065,-124.2243,43.86,99,75,9.22,broken clouds
483,Opuwo,NA,-18.0607,13.84,84.07,26,3,10.78,clear sky
484,Mandalgovi,MN,45.7625,106.2708,20.57,92,98,7.96,light snow
485,Roald,NO,62.5833,6.1333,45.52,70,75,10.36,light intensity drizzle rain
486,Vigrestad,NO,58.5667,5.7,42.48,91,100,6.49,overcast clouds
487,Kawalu,ID,-7.3817,108.2082,74.37,98,100,0.47,overcast clouds
488,Chernyshkovskiy,RU,48.4219,42.2308,26.17,93,100,9.93,overcast clouds
489,Ambanja,MG,-13.6833,48.45,80.53,93,100,2.48,light rain
490,Pevek,RU,69.7008,170.3133,-7.47,92,100,12.08,overcast clouds
491,Guangyuan,CN,32.442,105.823,71.28,58,99,2.93,overcast clouds
492,Mazamari,PE,-11.3258,-74.5308,86.38,45,31,3.04,scattered clouds
493,Kabo,CF,7.6994,18.629,98.82,8,95,7.52,overcast clouds
494,Tautira,PF,-17.7333,-149.15,81.16,69,12,3.49,few clouds
495,Svetlogorsk,BY,52.6333,29.7333,29.32,54,14,6.4,few clouds
496,Wanning,CN,18.8003,110.3967,72.91,92,7,2.3,clear sky
497,Motozintla,MX,15.3667,-92.2333,77.0,50,0,3.83,clear sky
498,Vysokogornyy,RU,50.1167,139.15,9.59,97,100,3.02,overcast clouds
499,Margate,GB,51.3813,1.3862,56.88,50,6,3.0,clear sky
500,Labuhan,ID,-6.8844,112.2051,81.16,77,81,2.46,broken clouds
501,Mikhaylovka,RU,50.06,43.2379,17.78,91,100,10.94,overcast clouds
502,Anadyr,RU,64.75,177.4833,-10.7,70,0,11.18,clear sky
503,Biltine,TD,14.5333,20.9167,86.68,5,4,11.07,clear sky
504,Bati,ET,11.1833,40.0167,70.34,56,68,7.0,broken clouds
505,Abhar,IR,36.1468,49.218,38.14,35,41,2.53,scattered clouds
506,Yelizovo,RU,53.1873,158.3805,28.54,69,75,2.24,broken clouds
507,Yerbogachen,RU,61.2767,108.0108,-17.09,100,65,2.35,broken clouds
508,Beloha,MG,-25.1667,45.05,77.5,84,72,10.54,broken clouds
509,Komsomolskiy,UZ,40.4272,71.7189,56.12,76,40,13.8,mist
510,Rafaela,AR,-31.2503,-61.4867,87.01,38,93,4.0,overcast clouds
511,Challans,FR,46.8436,-1.8749,55.96,64,3,14.94,clear sky
512,Mogok,MM,22.9167,96.5,67.86,32,6,2.53,clear sky
513,Porto Novo,BJ,6.4965,2.6036,89.42,65,100,11.07,overcast clouds
514,Menomonie,US,44.8755,-91.9193,40.12,81,100,8.05,overcast clouds
515,Kathu,TH,7.9178,98.3332,86.7,90,98,8.19,overcast clouds
516,Scarborough,GB,54.2797,-0.4044,54.97,70,58,8.01,broken clouds
517,Mareeba,AU,-17.0,145.4333,73.44,93,100,2.33,overcast clouds
518,Glace Bay,CA,46.1969,-59.957,42.85,79,100,12.66,overcast clouds
519,Strezhevoy,RU,60.7333,77.5889,14.2,98,100,5.08,overcast clouds
520,Gwadar,PK,25.1216,62.3254,80.08,69,2,10.47,clear sky
521,Lethem,GY,3.3803,-59.7968,88.23,52,95,10.22,overcast clouds
522,Calabozo,VE,8.9242,-67.4293,89.78,42,62,8.7,broken clouds
523,Kungurtug,RU,50.5994,97.5228,2.88,97,61,2.1,broken clouds
524,Jimenez,MX,28.3333,-105.4,66.97,14,0,17.76,clear sky
525,Larsnes,NO,62.2028,5.5773,45.19,77,100,9.31,light rain
526,Hoi An,VN,15.8794,108.335,76.96,85,69,8.57,broken clouds
527,Pushkino,RU,56.0172,37.8667,32.29,90,44,2.89,scattered clouds
528,Gamboula,CF,4.1178,15.1393,94.39,20,100,0.51,overcast clouds
529,Bonfim,BR,3.0833,-59.95,86.61,55,96,6.49,overcast clouds
530,Mehamn,NO,71.0357,27.8492,35.51,78,66,10.11,broken clouds
531,Alamos,MX,27.0167,-108.9333,75.4,12,10,0.94,clear sky
532,Kirakira,SB,-10.4544,161.9205,79.63,84,94,3.65,overcast clouds
533,Puntarenas,CR,9.9763,-84.8384,88.39,47,28,5.26,scattered clouds
534,Kpandu,GH,6.9954,0.2931,90.59,50,100,5.91,overcast clouds
535,Bagotville,AU,-28.9833,153.4167,68.85,99,69,5.35,broken clouds
536,Cozumel,MX,20.5083,-86.9458,83.95,79,1,5.99,clear sky
537,Adrar,MR,20.5022,-10.0711,80.17,20,0,11.16,clear sky
538,Aykhal,RU,66.0,111.5,-16.53,100,100,8.3,overcast clouds
539,Dukat,RU,62.55,155.55,-9.87,50,8,3.15,clear sky
540,Cantanhede,BR,-3.6333,-44.3767,80.49,80,94,4.52,overcast clouds
541,Murgab,TM,37.4966,61.9714,40.87,87,75,11.5,broken clouds
542,Kindu,CD,-2.95,25.95,71.89,95,90,3.8,moderate rain
543,La Orilla,MX,17.9833,-102.2333,80.96,54,0,2.91,clear sky
544,Hirara,JP,24.8,125.2833,73.49,93,100,21.77,moderate rain
545,Ruthin,GB,53.1137,-3.3178,56.25,80,98,11.39,overcast clouds
546,Leh,IN,34.1667,77.5833,19.04,62,73,2.95,broken clouds
547,Gunnedah,AU,-30.9833,150.25,67.93,70,73,4.79,broken clouds
548,Harur,IN,12.0667,78.5,78.91,40,100,5.12,overcast clouds
549,Turayf,SA,31.6725,38.6637,53.85,32,0,6.91,clear sky
550,Alzamay,RU,55.5562,98.6644,5.72,97,99,3.38,overcast clouds
551,Basoko,CD,1.2391,23.616,84.87,50,100,1.43,overcast clouds
552,Hays,US,30.0502,-98.0336,66.24,86,22,8.01,few clouds
553,Santa Rosa,PH,14.3122,121.1114,84.18,80,68,5.19,broken clouds
554,Jining,CN,35.405,116.5814,46.0,1,100,5.41,overcast clouds
555,Warrnambool,AU,-38.3833,142.4833,62.82,95,13,6.82,few clouds
556,Nyurba,RU,63.2842,118.3319,-19.35,100,75,1.03,broken clouds
557,Namibe,AO,-15.1961,12.1522,75.4,65,61,10.29,broken clouds
558,Dongning,CN,44.0622,131.1207,16.59,75,6,2.68,clear sky
559,Tulsipur,NP,28.131,82.2973,72.68,39,56,5.14,broken clouds
560,Milkovo,RU,54.7167,158.6167,10.38,97,98,1.03,overcast clouds
561,San Felipe,VE,10.3399,-68.7425,83.62,63,71,5.7,broken clouds
562,Dongying,CN,37.4564,118.4856,33.93,53,79,7.52,broken clouds
563,Meiganga,CM,6.5167,14.3,92.16,11,93,10.02,overcast clouds
564,Trincomalee,LK,8.5711,81.2335,81.0,72,65,3.31,broken clouds
565,Port-Gentil,GA,-0.7193,8.7815,85.96,74,40,13.8,scattered clouds
566,Kupino,RU,54.3663,77.2981,-3.6,100,38,4.7,scattered clouds
567,Fuxin,CN,42.0156,121.6589,25.88,37,100,8.59,overcast clouds
568,Juba,SS,4.8517,31.5825,92.52,16,38,7.31,scattered clouds
569,Atar,MR,20.5169,-13.0499,83.41,19,0,14.09,clear sky
570,Sumbe,AO,-11.2061,13.8437,84.2,61,40,4.61,scattered clouds
571,Egvekinot,RU,66.3167,-179.1667,-15.83,95,99,4.74,overcast clouds
572,Bac Giang,VN,21.2667,106.2,73.47,90,8,5.39,clear sky
573,Yar-Sale,RU,66.8333,70.8333,19.31,93,100,8.75,overcast clouds
574,Kuvandyk,RU,51.4781,57.3552,-4.58,95,23,3.8,few clouds
575,Souillac,MU,-20.5167,57.5167,80.33,88,27,3.53,scattered clouds
576,Doaba,PK,33.4244,70.7364,76.14,35,0,2.98,clear sky
577,Buchanan,LR,5.8808,-10.0467,83.95,71,28,13.02,scattered clouds
578,Yaan,NG,7.3833,8.5667,102.9,7,43,6.82,scattered clouds
579,Fukuma,JP,33.7667,130.4667,55.29,86,100,8.52,heavy intensity rain
580,Zambezi,ZM,-13.5432,23.1047,70.43,88,100,7.23,light rain
581,Cape Coast,GH,5.1053,-1.2466,84.6,69,100,13.65,overcast clouds
582,Punta Alta,AR,-38.8759,-62.0736,72.9,33,42,13.09,scattered clouds
583,Mogadishu,SO,2.0371,45.3438,79.88,79,67,21.77,broken clouds
584,Bardiyah,LY,31.7561,25.0865,57.02,64,0,8.68,clear sky
585,Terrace Bay,CA,48.7834,-87.1,33.4,98,100,7.78,overcast clouds
586,Nha Trang,VN,12.25,109.1833,77.0,89,25,2.66,scattered clouds
587,Alexandria,EG,31.2156,29.9553,61.34,55,40,12.66,scattered clouds
588,Morehead,US,37.2711,-87.1764,65.95,75,0,0.0,clear sky
589,Dutse,NG,11.7594,9.3392,94.66,9,100,13.42,overcast clouds
590,Sarangani,PH,5.4033,125.4636,83.35,75,88,19.06,overcast clouds
591,Brae,GB,60.3964,-1.353,42.22,69,93,19.24,overcast clouds
592,Necochea,AR,-38.5473,-58.7368,71.98,47,25,19.95,scattered clouds
593,Itabira,BR,-19.6192,-43.2269,81.63,55,57,5.06,broken clouds
594,Mayskiy,RU,47.6931,40.1025,20.61,54,99,8.3,overcast clouds
595,Monrovia,LR,6.3005,-10.7969,83.41,73,10,13.96,clear sky
596,Camacupa,AO,-12.0167,17.4833,73.17,66,65,3.24,broken clouds
597,Zorritos,PE,-3.6805,-80.6782,80.89,70,93,10.31,overcast clouds
598,Samandag,TR,36.0842,35.9771,49.5,82,97,2.35,light rain
599,Jacqueville,CI,5.2052,-4.4146,82.44,74,83,11.5,broken clouds
600,Port Blair,IN,11.6667,92.75,82.44,78,20,1.14,mist
601,Salinas,US,36.6777,-121.6555,51.08,88,100,0.0,mist
602,Timrat,IL,32.7036,35.2267,54.25,67,44,4.38,scattered clouds
603,Coari,BR,-4.085,-63.1414,77.47,94,100,3.83,overcast clouds
604,Marquette,US,46.5333,-87.6335,44.04,73,100,10.33,overcast clouds
605,Fougamou,GA,-1.2154,10.5838,83.66,77,100,3.09,overcast clouds
606,Litovko,RU,49.2361,135.1742,8.83,97,100,3.83,overcast clouds
607,Flinders,AU,-34.5833,150.8552,70.38,89,99,4.0,overcast clouds
608,Dryden,CA,49.7833,-92.7503,32.29,93,100,8.05,overcast clouds
609,Roman,RO,46.9167,26.9167,39.2,38,64,9.95,broken clouds
610,Alofi,NU,-19.0595,-169.9187,75.09,100,100,5.75,overcast clouds
611,San Mateo Del Mar,MX,16.2,-95.0,78.28,69,0,3.22,clear sky
612,Birin,NP,26.8865,88.0718,63.55,37,2,5.61,clear sky
613,Ust-Omchug,RU,61.15,149.6333,-16.19,78,89,1.16,overcast clouds
614,Manuk Mangkaw,PH,4.8,119.85,82.81,74,100,6.62,moderate rain
615,Katsina,NG,12.9894,7.6006,92.7,8,95,16.15,overcast clouds
616,Troitskiy,RU,57.0603,63.7481,17.51,97,100,3.76,overcast clouds
617,Sao Mateus,BR,-18.7161,-39.8589,86.38,57,29,8.79,scattered clouds
618,Korla,CN,41.7597,86.1469,53.2,38,3,1.05,clear sky
619,Ginda,IN,30.6945,78.4932,60.53,36,75,5.88,broken clouds
620,Paluan,PH,13.416,120.4623,82.06,81,57,1.72,broken clouds
621,Wajima,JP,37.4,136.9,41.45,78,100,13.49,overcast clouds
622,Koshurnikovo,RU,54.1667,93.3,-3.35,98,11,3.89,few clouds
623,Bonavista,CA,48.6499,-53.1147,28.89,68,75,8.43,broken clouds
624,Quatre Cocos,MU,-20.2078,57.7625,79.09,85,19,4.29,light rain
625,Mayumba,GA,-3.432,10.6554,81.32,78,100,8.12,overcast clouds
626,Carutapera,BR,-1.195,-46.02,84.58,69,88,4.94,overcast clouds
627,Angoche,MZ,-16.2325,39.9086,80.71,84,63,6.85,broken clouds
628,Charcas,MX,23.1333,-101.1167,64.8,14,0,17.56,clear sky
629,Thinadhoo,MV,0.5333,72.9333,83.95,73,4,8.52,clear sky
630,Izhma,RU,65.0083,53.9113,30.0,92,100,3.2,overcast clouds
631,Hoopstad,ZA,-27.8327,25.9083,72.16,51,86,7.65,overcast clouds
632,Pulandian,CN,39.3953,121.9669,31.89,49,100,6.51,overcast clouds
633,Jiuquan,CN,39.7432,98.5174,45.68,68,100,2.04,overcast clouds
634,Waingapu,ID,-9.6567,120.2641,79.34,84,65,7.0,broken clouds
635,Bremerton,US,47.5673,-122.6326,46.29,85,20,3.44,few clouds
636,Alyangula,AU,-13.8483,136.4192,76.87,100,5,2.3,clear sky
637,Alghero,IT,40.5589,8.3181,60.89,55,0,17.27,moderate rain
638,Jiwani,PK,25.05,61.7417,80.26,67,3,11.99,clear sky
639,Tobias Barreto,BR,-11.1839,-37.9983,87.21,54,89,11.59,overcast clouds
640,Yongchang,CN,30.0381,119.7317,48.25,87,100,4.03,overcast clouds
641,Fare,PF,-16.7,-151.0167,79.84,66,0,1.41,clear sky
642,Mitsamiouli,KM,-11.3847,43.2844,86.29,74,20,5.75,few clouds
643,Gao,ML,16.6362,1.637,99.43,8,70,9.82,broken clouds
644,Lagunas,PE,-5.2269,-75.6753,81.63,77,95,3.8,overcast clouds
645,Nayudupeta,IN,13.9,79.9,85.08,74,50,9.35,scattered clouds
646,Polewali,ID,-3.4324,119.3435,78.84,85,99,2.75,overcast clouds
647,Devonport,AU,-41.1667,146.35,61.99,90,79,8.28,broken clouds
648,Camocim,BR,-2.9022,-40.8411,81.61,78,88,3.42,overcast clouds
649,Snezhnogorsk,RU,69.1933,33.2531,38.98,80,77,16.51,broken clouds
650,Changqing,CN,36.5575,116.7272,36.03,42,88,8.16,overcast clouds
651,Mananjary,MG,-21.2167,48.3333,78.98,86,100,4.76,overcast clouds
652,Micheweni,TZ,-4.9667,39.8333,81.14,78,90,15.99,overcast clouds
653,Kapoeta,SS,4.7717,33.5903,85.57,28,96,4.56,overcast clouds
654,Alice Springs,AU,-23.7,133.8833,80.15,32,85,13.8,overcast clouds
655,Birao,CF,10.2849,22.7882,90.57,6,4,8.79,clear sky
656,Broken Hill,AU,-31.95,141.4333,69.51,83,4,5.75,clear sky
657,Shingu,JP,33.7333,135.9833,55.9,66,99,3.13,overcast clouds
658,Bozova,TR,37.3625,38.5267,36.52,74,98,3.31,overcast clouds
659,Hun,LY,29.1268,15.9477,79.45,7,0,11.32,clear sky
660,Moerai,PF,-22.4333,-151.3333,80.73,74,97,12.71,overcast clouds
661,Beira,MZ,-19.8436,34.8389,77.09,94,100,17.27,light rain
662,Ures,MX,29.4333,-110.4,69.96,17,4,1.48,clear sky
663,Tolmin,SI,46.183,13.7332,61.72,36,99,7.0,overcast clouds
664,Termiz,UZ,37.2242,67.2783,46.49,81,100,29.93,overcast clouds
665,Okhotsk,RU,59.3833,143.3,6.01,91,100,4.45,overcast clouds
666,Phangnga,TH,8.4509,98.5298,82.44,84,98,1.39,overcast clouds
667,Chippewa Falls,US,44.9369,-91.3929,39.97,87,100,9.22,overcast clouds
668,Korcula,HR,42.9622,17.1369,56.53,65,70,6.76,broken clouds
669,Elko,US,41.0002,-115.5012,31.64,74,15,8.01,few clouds
670,Dunedin,NZ,-45.8742,170.5036,52.81,82,100,4.0,overcast clouds
671,Sabzevar,IR,36.2126,57.6819,40.28,65,75,6.91,broken clouds
672,Ipixuna,BR,-1.7625,-48.8043,86.9,62,44,3.69,scattered clouds
673,Byron Bay,AU,-28.65,153.6167,68.94,87,55,7.9,light rain
674,Tateyama,JP,34.9833,139.8667,52.11,70,100,18.66,overcast clouds
