City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
277,Yulara,AU,2022-03-12 23:47:28,-25.2406,130.9889,78.64,17,82,10.36
278,Kavaratti,IN,2022-03-12 23:47:28,10.5669,72.642,82.54,73,24,8.79
279,Wahpeton,US,2022-03-12 23:44:03,46.2652,-96.6059,28.42,64,0,20.71
280,Bowen,AU,2022-03-12 23:47:29,-20.0167,148.2333,82.65,66,97,23.51
281,Santa Maria,BR,2022-03-12 23:47:29,-29.6842,-53.8069,65.5,82,20,5.75
282,Hurghada,EG,2022-03-12 23:44:40,27.2574,33.8129,53.64,43,0,16.11
283,Batagay-Alyta,RU,2022-03-12 23:47:30,67.8006,130.4114,-13.07,88,99,5.08
284,Rizhao,CN,2022-03-12 23:47:30,35.4275,119.4553,51.06,88,45,4.14
285,Rio Tercero,AR,2022-03-12 23:47:30,-32.173,-64.1141,63.84,57,4,7.29
286,Stykkisholmur,IS,2022-03-12 23:47:31,65.0757,-22.7297,33.01,79,85,12.75
287,Dakoro,NE,2022-03-12 23:47:31,14.5106,6.765,75.4,20,38,10.6
288,Hofn,IS,2022-03-12 23:47:31,64.2539,-15.2082,38.07,69,100,5.84
289,Inhambane,MZ,2022-03-12 23:47:32,-23.865,35.3833,74.97,80,39,6.93
290,Anadyr,RU,2022-03-12 23:47:32,64.75,177.4833,5.5,71,0,4.47
291,Saint-Georges,GD,2022-03-12 23:47:33,12.0564,-61.7485,78.48,78,40,25.32
292,Vanavara,RU,2022-03-12 23:47:33,60.34,102.2797,-21.6,100,99,2.01
293,Matadi,CD,2022-03-12 23:47:33,-5.8167,13.45,76.1,97,100,2.37
294,Deputatskiy,RU,2022-03-12 23:47:34,69.3,139.9,-12.93,99,100,3.02
295,Sorland,NO,2022-03-12 23:47:34,67.667,12.6934,39.49,74,15,13.8
296,Nola,IT,2022-03-12 23:47:34,40.922,14.5329,46.92,49,99,5.39
297,Urusha,RU,2022-03-12 23:47:35,54.05,122.9,6.48,83,100,1.39
298,Nosy Varika,MG,2022-03-12 23:47:35,-20.5833,48.5333,72.95,92,85,6.4
299,Dudinka,RU,2022-03-12 23:47:36,69.4058,86.1778,-25.96,100,47,7.38
300,Fare,PF,2022-03-12 23:47:36,-16.7,-151.0167,81.45,72,57,10.65
301,Conde,BR,2022-03-12 23:47:36,-7.2597,-34.9075,80.06,89,40,5.75
302,Mount Darwin,ZW,2022-03-12 23:47:37,-16.7725,31.5838,62.71,91,57,2.8
303,Caravelas,BR,2022-03-12 23:47:37,-17.7125,-39.2481,76.78,85,4,5.1
304,Kolondieba,ML,2022-03-12 23:47:38,11.0882,-6.8926,82.9,18,100,5.53
305,Constitucion,CL,2022-03-12 23:47:38,-35.3333,-72.4167,58.71,87,11,7.34
306,Yurino,RU,2022-03-12 23:47:38,56.2942,46.3039,4.91,97,42,4.25
307,Muros,ES,2022-03-12 23:47:39,42.7762,-9.0603,50.09,79,100,10.83
308,Poum,NC,2022-03-12 23:47:39,-20.2333,164.0167,82.02,74,14,6.2
309,Alegrete,BR,2022-03-12 23:47:40,-29.7831,-55.7919,64.74,68,84,9.46
310,Biratnagar,NP,2022-03-12 23:47:40,26.4831,87.2834,66.9,33,0,4.79
311,Airai,TL,2022-03-12 23:47:40,-8.9266,125.4092,69.22,73,94,2.13
312,Tocopilla,CL,2022-03-12 23:47:41,-22.092,-70.1979,70.81,76,12,5.57
313,Dicabisagan,PH,2022-03-12 23:47:41,17.0818,122.4157,75.51,92,100,5.66
314,San Patricio,US,2022-03-12 23:47:41,28.017,-97.5169,59.54,33,0,5.48
315,Nacala,MZ,2022-03-12 23:47:42,-14.5428,40.6728,76.15,92,95,5.21
316,Tornio,FI,2022-03-12 23:47:42,65.8481,24.1466,21.22,99,100,5.32
317,Mayumba,GA,2022-03-12 23:47:43,-3.432,10.6554,76.89,91,100,5.93
318,Manado,ID,2022-03-12 23:46:35,1.487,124.8455,81.37,89,20,1.14
319,Qasigiannguit,GL,2022-03-12 23:48:43,68.8193,-51.1922,7.05,97,100,7.02
320,Vidalia,US,2022-03-12 23:46:46,32.2177,-82.4135,43.72,31,0,11.5
321,Sosnovo-Ozerskoye,RU,2022-03-12 23:48:44,52.5249,111.5418,0.95,95,100,2.42
322,Casambalangan,PH,2022-03-12 23:48:44,18.3765,122.1274,76.75,85,99,9.06
323,Denpasar,ID,2022-03-12 23:44:55,-8.65,115.2167,80.26,88,20,3.44
324,Lagos,NG,2022-03-12 23:45:02,6.5833,3.75,80.92,91,99,8.88
325,Kaeo,NZ,2022-03-12 23:48:45,-35.1,173.7833,75.33,75,95,7.92
326,Longyearbyen,SJ,2022-03-12 23:48:45,78.2186,15.6401,21.04,86,75,2.3
327,Luanda,AO,2022-03-12 23:48:46,-8.8368,13.2343,80.6,78,20,6.91
328,Ocara,BR,2022-03-12 23:48:46,-4.4908,-38.5967,73.58,92,100,4.45
329,Lapua,FI,2022-03-12 23:48:46,62.9693,23.0088,28.31,89,84,4.25
330,Talara,PE,2022-03-12 23:48:47,-4.5772,-81.2719,78.53,80,82,9.24
331,Olavarria,AR,2022-03-12 23:48:47,-36.8927,-60.3225,61.52,40,2,6.73
332,Ust-Nera,RU,2022-03-12 23:48:48,64.5667,143.2,1.33,90,100,2.59
333,Izhma,RU,2022-03-12 23:48:48,65.0083,53.9113,12.22,99,96,4.25
334,Saint-Joseph,RE,2022-03-12 23:48:48,-21.3667,55.6167,75.58,87,56,13.49
335,Takoradi,GH,2022-03-12 23:48:49,4.8845,-1.7554,79.9,85,86,5.3
336,Tubmanburg,LR,2022-03-12 23:48:49,6.8708,-10.8172,76.59,95,99,2.28
337,Kavieng,PG,2022-03-12 23:48:49,-2.5744,150.7967,84.65,69,93,10.25
338,Laguna,US,2022-03-12 23:48:50,38.421,-121.4238,72.45,28,0,8.05
339,Banda Aceh,ID,2022-03-12 23:48:50,5.5577,95.3222,78.24,83,63,4.68
340,Opuwo,NA,2022-03-12 23:48:50,-18.0607,13.84,67.8,85,99,2.35
341,Vila Franca Do Campo,PT,2022-03-12 23:48:51,37.7167,-25.4333,56.19,75,100,6.06
342,Tabasco,MX,2022-03-12 23:46:42,18.0,-92.6667,68.07,91,100,13.73
343,Salinas,US,2022-03-12 23:48:08,36.6777,-121.6555,69.49,52,0,11.5
344,Kizilskoye,RU,2022-03-12 23:48:51,52.7255,58.8937,-12.3,100,39,7.58
345,Faanui,PF,2022-03-12 23:48:52,-16.4833,-151.75,81.72,70,45,11.07
346,Llandrindod Wells,GB,2022-03-12 23:45:07,52.2416,-3.3787,43.41,93,100,20.22
347,Maceio,BR,2022-03-12 23:46:06,-9.6658,-35.7353,78.24,83,20,6.91
348,Jingdezhen,CN,2022-03-12 23:45:49,29.2947,117.2079,68.77,83,99,1.59
349,Arlit,NE,2022-03-12 23:48:52,18.7369,7.3853,70.84,13,0,9.78
350,Neuquen,AR,2022-03-12 23:48:53,-38.9516,-68.0591,78.69,36,20,5.75
351,Najran,SA,2022-03-12 23:48:53,17.4924,44.1277,65.05,32,4,4.99
352,Soyo,AO,2022-03-12 23:48:54,-6.1349,12.3689,79.99,79,100,4.21
353,Enshi,CN,2022-03-12 23:48:54,30.3,109.4833,63.32,92,99,1.01
354,Rayong,TH,2022-03-12 23:45:56,12.8333,101.4333,84.79,99,84,2.26
355,Omboue,GA,2022-03-12 23:48:55,-1.5746,9.2618,77.27,88,93,2.71
356,Castleisland,IE,2022-03-12 23:48:55,52.2333,-9.4667,44.98,94,80,19.89
357,Dukat,RU,2022-03-12 23:48:55,62.55,155.55,0.43,93,93,3.44
358,Tahoua,NE,2022-03-12 23:48:56,14.8888,5.2692,78.42,18,39,10.83
359,Stanari,BA,2022-03-12 23:48:56,44.7472,17.8294,20.08,73,0,3.4
360,Paita,PE,2022-03-12 23:48:56,-5.0892,-81.1144,77.23,79,59,11.92
361,Jinxiang,CN,2022-03-12 23:48:57,27.4327,120.6062,63.43,90,98,2.73
362,Namatanai,PG,2022-03-12 23:48:57,-3.6667,152.4333,84.81,66,73,5.95
363,Tacoaleche,MX,2022-03-12 23:48:58,22.8167,-102.4167,68.86,40,0,14.23
364,Kaduqli,SD,2022-03-12 23:49:58,11.0167,29.7167,78.33,14,92,16.8
365,Zhelyabovka,UA,2022-03-12 23:49:59,45.3988,34.7578,20.5,86,100,5.03
366,Abhar,IR,2022-03-12 23:49:59,36.1468,49.218,37.53,59,75,0.98
367,Quime,BO,2022-03-12 23:49:59,-16.9833,-67.2167,50.04,95,99,1.45
368,Dossor,KZ,2022-03-12 23:50:00,47.5272,52.9811,25.38,90,100,9.84
369,Broome,US,2022-03-12 23:50:00,42.2506,-75.833,20.46,72,100,16.11
370,Taoudenni,ML,2022-03-12 23:50:01,22.6783,-3.9836,73.4,12,0,9.95
371,Verkhnyaya Toyma,RU,2022-03-12 23:50:01,62.2349,44.9985,26.64,93,100,7.0
372,Sawakin,SD,2022-03-12 23:50:02,19.1059,37.3321,70.63,67,86,11.68
373,Lavrentiya,RU,2022-03-12 23:50:02,65.5833,-171.0,14.63,74,1,5.26
374,Coahuayana,MX,2022-03-12 23:50:02,18.7333,-103.6833,79.3,57,0,5.48
375,Christchurch,NZ,2022-03-12 23:49:54,-43.5333,172.6333,66.94,63,100,9.22
376,Giovinazzo,IT,2022-03-12 23:50:03,41.1864,16.6674,38.82,80,0,6.91
377,Tatawin,TN,2022-03-12 23:50:03,32.9297,10.4518,57.74,32,85,5.68
378,Fairbanks,US,2022-03-12 23:50:02,64.8378,-147.7164,17.1,38,0,17.27
379,Metapan,SV,2022-03-12 23:50:04,14.3333,-89.45,89.98,47,6,8.57
380,Vestmanna,FO,2022-03-12 23:50:04,62.1564,-7.1664,40.12,93,100,13.8
381,Kahului,US,2022-03-12 23:48:37,20.8947,-156.47,86.02,57,20,21.85
382,Thanesar,IN,2022-03-12 23:50:05,29.9833,76.8167,61.43,53,1,5.35
383,Wuwei,CN,2022-03-12 23:50:05,37.9281,102.6414,46.69,20,5,2.91
384,San Andres,CO,2022-03-12 23:50:06,12.5847,-81.7006,80.69,77,3,12.86
385,Santiago Del Estero,AR,2022-03-12 23:50:06,-27.7951,-64.2615,70.25,57,4,7.38
386,Berlevag,NO,2022-03-12 23:50:06,70.8578,29.0864,29.14,80,86,6.17
387,Hirado,JP,2022-03-12 23:50:07,33.3597,129.5531,64.38,82,100,18.86
388,Presidencia Roque Saenz Pena,AR,2022-03-12 23:50:07,-26.7852,-60.4388,69.69,47,98,5.88
389,Lusambo,CD,2022-03-12 23:50:07,-4.9667,23.45,68.45,99,100,2.37
390,Oranjestad,AW,2022-03-12 23:50:08,12.524,-70.027,80.55,74,20,19.57
391,Tura,IN,2022-03-12 23:50:08,25.5198,90.2201,68.04,27,69,2.82
392,Slonim,BY,2022-03-12 23:50:08,53.0867,25.3219,30.9,79,50,4.36
393,Menongue,AO,2022-03-12 23:50:09,-14.6585,17.691,62.76,97,98,4.56
394,High Rock,BS,2022-03-12 23:50:09,26.6208,-78.2833,71.62,74,81,27.04
395,Lasa,IT,2022-03-12 23:50:09,46.6166,10.7002,34.68,97,85,2.95
396,Qaqortoq,GL,2022-03-12 23:50:10,60.7167,-46.0333,8.96,61,100,29.8
397,La Baule-Escoublac,FR,2022-03-12 23:50:10,47.2922,-2.364,51.46,86,100,19.57
398,Ornskoldsvik,SE,2022-03-12 23:50:11,63.2909,18.7153,20.35,100,100,3.44
399,Ampanihy,MG,2022-03-12 23:50:11,-24.7,44.75,73.11,66,0,5.88
400,Coffs Harbour,AU,2022-03-12 23:50:11,-30.3,153.1333,66.16,94,75,10.36
401,Geraldton,AU,2022-03-12 23:50:12,-28.7667,114.6,68.41,83,63,10.36
402,Kamaishi,JP,2022-03-12 23:50:12,39.2667,141.8833,44.49,67,98,3.65
403,Honningsvag,NO,2022-03-12 23:50:12,70.9821,25.9704,38.03,89,99,6.33
404,Ponta Do Sol,PT,2022-03-12 23:50:13,32.6667,-17.1,65.71,79,97,7.61
405,Ninghai,CN,2022-03-12 23:50:13,29.2892,121.4247,62.24,92,71,3.38
406,Clyde River,CA,2022-03-12 23:50:13,70.4692,-68.5914,-21.77,69,0,6.91
407,Faya,SA,2022-03-12 23:50:14,18.3851,42.4509,57.72,71,4,5.06
408,Belmonte,BR,2022-03-12 23:50:14,-15.8631,-38.8828,77.94,84,1,7.05
409,Meadow Lake,US,2022-03-12 23:49:45,34.8014,-106.5436,56.57,16,0,3.38
410,La Ronge,CA,2022-03-12 23:45:25,55.1001,-105.2842,19.65,58,75,11.5
411,Mayo,US,2022-03-12 23:49:32,38.8876,-76.5119,29.95,51,40,20.0
412,Vao,NC,2022-03-12 23:50:15,-22.6667,167.4833,79.41,70,94,11.63
413,Tanete,ID,2022-03-12 23:51:15,-3.9443,119.7848,79.43,88,98,0.72
414,Iqaluit,CA,2022-03-12 23:51:16,63.7506,-68.5145,-20.47,76,20,0.0
415,Babra,IN,2022-03-12 23:51:16,21.85,71.3,78.39,20,0,6.69
416,Kubachi,RU,2022-03-12 23:51:16,42.086,47.6034,9.9,77,18,6.67
417,Kraslava,LV,2022-03-12 23:51:17,55.8951,27.168,25.7,97,34,2.04
418,Gunjur,GM,2022-03-12 23:51:17,13.2019,-16.7339,75.27,53,0,4.29
419,Saint-Denis,FR,2022-03-12 23:51:17,48.9167,2.3333,50.07,85,100,16.11
420,Coquimbo,CL,2022-03-12 23:50:18,-29.9533,-71.3436,64.13,72,0,8.05
421,Port Hardy,CA,2022-03-12 23:51:18,50.6996,-127.4199,44.6,87,100,17.27
422,Atar,MR,2022-03-12 23:51:18,20.5169,-13.0499,71.29,10,0,7.36
423,Gornyy,RU,2022-03-12 23:51:18,55.1153,83.9059,-16.87,100,64,5.35
424,Thurso,GB,2022-03-12 23:51:19,58.5927,-3.5259,43.05,83,68,8.48
425,Vanimo,PG,2022-03-12 23:51:19,-2.6741,141.3028,82.67,77,97,6.33
426,Kurilsk,RU,2022-03-12 23:51:20,45.2333,147.8833,31.08,87,87,11.1
427,High Prairie,CA,2022-03-12 23:51:20,55.4334,-116.4858,23.49,85,99,4.79
428,Sitka,US,2022-03-12 23:51:20,57.0531,-135.33,44.49,70,40,0.0
429,Baykit,RU,2022-03-12 23:51:21,61.67,96.37,-25.33,99,39,3.2
430,Boden,SE,2022-03-12 23:51:21,65.8252,21.6886,21.2,92,100,1.59
431,Souillac,MU,2022-03-12 23:51:22,-20.5167,57.5167,79.18,94,75,11.5
432,Katima Mulilo,NA,2022-03-12 23:51:22,-17.5,24.2667,68.22,82,100,6.2
433,Harper,LR,2022-03-12 23:51:22,4.375,-7.7169,79.43,85,92,3.06
434,Dzilam Gonzalez,MX,2022-03-12 23:51:23,21.2833,-88.9333,71.85,77,82,14.29
435,Ongandjera,NA,2022-03-12 23:51:23,-17.8833,15.0667,70.5,82,97,6.64
436,Mogzon,RU,2022-03-12 23:51:23,51.7435,111.9606,2.97,94,96,1.01
437,Mehran,IR,2022-03-12 23:51:24,33.1222,46.1646,52.9,39,62,8.57
438,Kryvyy Rih,UA,2022-03-12 23:51:24,47.9167,33.35,27.23,74,100,6.15
439,Ballina,AU,2022-03-12 23:51:24,-28.8667,153.5667,73.36,83,40,8.05
440,Bull Savanna,JM,2022-03-12 23:51:25,17.8868,-77.5902,75.15,79,0,7.29
441,Kiruna,SE,2022-03-12 23:51:25,67.8557,20.2251,23.92,93,81,5.75
442,Ixtapa,MX,2022-03-12 23:49:00,20.7,-105.2,74.23,79,1,7.0
443,Pilar,BR,2022-03-12 23:51:26,-9.5972,-35.9567,76.93,81,69,3.78
444,Kewanee,US,2022-03-12 23:51:26,41.2456,-89.9248,23.49,53,3,8.08
445,Ostrovnoy,RU,2022-03-12 23:51:26,68.0531,39.5131,29.68,87,100,18.32
446,Darhan,MN,2022-03-12 23:51:27,49.4867,105.9228,17.74,92,100,5.88
447,Le Port,RE,2022-03-12 23:51:27,-20.9373,55.2919,77.0,90,16,6.08
448,Ambilobe,MG,2022-03-12 23:51:27,-13.2,49.05,72.36,95,96,1.9
449,Martapura,ID,2022-03-12 23:51:28,-3.4167,114.85,77.09,100,40,2.3
450,Sydney,AU,2022-03-12 23:47:11,-33.8679,151.2073,74.32,76,75,4.61
451,Akyab,MM,2022-03-12 23:51:28,20.15,92.9,72.07,45,36,6.08
452,Port Macquarie,AU,2022-03-12 23:48:44,-31.4333,152.9167,71.89,66,89,4.29
453,Byron Bay,AU,2022-03-12 23:51:29,-28.65,153.6167,73.29,72,69,8.25
454,Orzhytsya,UA,2022-03-12 23:50:49,49.7918,32.7012,28.67,96,99,3.53
455,Winnemucca,US,2022-03-12 23:51:29,40.973,-117.7357,62.65,19,0,12.66
456,Chardara,KZ,2022-03-12 23:51:30,41.2547,67.9692,57.65,75,100,8.77
457,Coihaique,CL,2022-03-12 23:51:30,-45.5752,-72.0662,64.35,52,0,2.3
458,Espanola,US,2022-03-12 23:47:24,35.9911,-106.0806,54.95,33,0,7.36
459,Daru,PG,2022-03-12 23:51:30,-9.0763,143.2092,85.17,71,94,8.28
460,Moerai,PF,2022-03-12 23:51:31,-22.4333,-151.3333,80.53,73,100,9.73
461,Cepelare,BG,2022-03-12 23:52:31,41.7333,24.6833,15.19,94,70,2.59
462,Dumas,US,2022-03-12 23:52:31,35.8656,-101.9732,58.53,21,0,11.5
463,Cidreira,BR,2022-03-12 23:52:32,-30.1811,-50.2056,70.29,65,72,8.77
464,Salinopolis,BR,2022-03-12 23:52:32,-0.6136,-47.3561,76.98,85,100,8.48
465,Virovitica,HR,2022-03-12 23:52:32,45.8319,17.3839,28.87,51,1,2.42
466,Chuy,UY,2022-03-12 23:52:33,-33.6971,-53.4616,59.43,76,0,6.76
467,Lapi,PH,2022-03-12 23:52:33,17.716,121.8978,76.91,88,68,1.01
468,Mapastepec,MX,2022-03-12 23:52:34,15.4333,-92.9,84.76,58,16,0.87
469,Manjacaze,MZ,2022-03-12 23:52:34,-24.7117,33.8828,68.7,95,0,2.28
470,Zephyrhills,US,2022-03-12 23:48:37,28.2336,-82.1812,57.22,59,0,14.85
471,Heiligenhafen,DE,2022-03-12 23:52:35,54.3667,10.9833,36.75,60,0,14.85
472,Ahipara,NZ,2022-03-12 23:52:35,-35.1667,173.1667,71.26,83,95,4.5
473,San Lorenzo,PY,2022-03-12 23:52:35,-25.3333,-57.5333,74.59,69,0,5.99
474,Puerto Del Rosario,ES,2022-03-12 23:52:36,28.5004,-13.8627,62.35,77,0,6.91
475,Batemans Bay,AU,2022-03-12 23:52:36,-35.7167,150.1833,69.1,59,9,4.34
476,Alto Longa,BR,2022-03-12 23:52:36,-5.2511,-42.2103,72.72,96,97,4.03
477,Colesberg,ZA,2022-03-12 23:52:37,-30.72,25.0972,65.66,71,25,5.39
478,Smithers,CA,2022-03-12 23:52:37,54.7804,-127.1743,44.92,36,40,2.3
479,Pacific Grove,US,2022-03-12 23:52:37,36.6177,-121.9166,65.55,73,0,11.01
480,Isangel,VU,2022-03-12 23:52:38,-19.55,169.2667,85.68,68,10,0.4
481,Chama,CH,2022-03-12 23:52:38,47.1821,8.4636,41.22,80,20,0.0
482,Ternate,ID,2022-03-12 23:52:38,0.8,127.4,82.13,78,91,4.32
483,Sabha,LY,2022-03-12 23:52:39,27.0377,14.4283,54.1,23,10,8.01
484,Roald,NO,2022-03-12 23:52:39,62.5833,6.1333,51.94,40,65,12.66
485,Mazagao,BR,2022-03-12 23:52:40,-0.115,-51.2894,82.45,96,75,2.86
486,Dehloran,IR,2022-03-12 23:52:40,32.6941,47.2679,59.76,29,99,5.82
487,Nuevo Progreso,MX,2022-03-12 23:52:40,23.1667,-97.95,61.54,42,19,8.99
488,Semnan,IR,2022-03-12 23:52:41,35.5729,53.3971,53.44,26,0,4.61
489,Fort-Shevchenko,KZ,2022-03-12 23:52:41,44.5086,50.263,31.73,77,100,16.73
490,Tutoia,BR,2022-03-12 23:52:41,-2.7619,-42.2744,76.33,86,92,2.68
491,Honiara,SB,2022-03-12 23:50:44,-9.4333,159.95,82.17,77,97,1.72
492,Mujiayingzi,CN,2022-03-12 23:52:42,42.1167,118.7833,32.63,46,75,2.57
493,Talwandi Bhai,IN,2022-03-12 23:52:42,30.85,74.9333,61.75,57,16,3.04
494,Mogadishu,SO,2022-03-12 23:52:43,2.0371,45.3438,77.85,78,57,18.34
495,Ilinskiy,RU,2022-03-12 23:52:43,55.619,38.1182,26.98,86,0,6.71
496,Edson,CA,2022-03-12 23:52:43,53.5835,-116.4356,42.94,31,100,16.11
497,Komsomolskiy,UZ,2022-03-12 23:52:44,40.4272,71.7189,52.52,87,75,6.91
498,Black River,JM,2022-03-12 23:52:44,18.0264,-77.8487,78.01,76,2,4.03
499,Isabela,PH,2022-03-12 23:52:44,6.7085,121.9711,78.85,80,85,1.52
500,Zhigalovo,RU,2022-03-12 23:52:45,54.8097,105.1578,-14.94,100,99,1.14
501,Safonovo,RU,2022-03-12 23:52:45,55.15,33.2167,21.58,98,96,3.94
502,Benghazi,LY,2022-03-12 23:52:46,32.1167,20.0667,53.92,62,100,7.09
503,Bulawayo,ZW,2022-03-12 23:52:46,-20.15,28.5833,60.22,80,5,7.11
504,Novoagansk,RU,2022-03-12 23:52:46,61.9449,76.6625,-0.09,96,100,7.54
505,Bundaberg,AU,2022-03-12 23:52:47,-24.85,152.35,79.09,65,32,13.8
506,Tamandare,BR,2022-03-12 23:53:47,-8.7597,-35.1047,79.95,78,89,8.1
507,Binabalian,PH,2022-03-12 23:53:47,16.4202,119.9279,80.73,75,92,11.99
508,Orlik,RU,2022-03-12 23:53:48,52.5178,99.825,-3.91,99,100,1.16
509,Ous,RU,2022-03-12 23:53:48,60.9058,61.5186,8.65,94,100,7.14
510,Nioro,GM,2022-03-12 23:53:48,13.35,-15.75,80.02,24,56,4.27
511,Roebourne,AU,2022-03-12 23:53:49,-20.7833,117.1333,90.54,41,23,6.04
512,Burjuc,RO,2022-03-12 23:53:49,45.9522,22.4867,27.18,56,11,0.54
513,Challans,FR,2022-03-12 23:53:50,46.8436,-1.8749,50.97,93,100,16.26
514,Dhariwal,IN,2022-03-12 23:53:50,31.9542,75.3192,59.49,74,20,3.09
515,Krasnoobsk,RU,2022-03-12 23:53:50,54.9198,82.9909,-7.11,99,19,6.35
516,Aranda De Duero,ES,2022-03-12 23:53:51,41.6704,-3.6892,40.5,95,100,13.76
517,Las Margaritas,MX,2022-03-12 23:53:51,16.3167,-91.9833,65.14,76,55,7.83
518,Ilulissat,GL,2022-03-12 23:53:51,69.2167,-51.1,-4.41,99,100,6.78
519,Skjervoy,NO,2022-03-12 23:53:53,70.0311,20.9714,38.16,76,86,12.84
520,Kaliua,TZ,2022-03-12 23:53:53,-5.0606,31.7936,64.29,98,97,3.87
521,Camacha,PT,2022-03-12 23:53:54,33.0833,-16.3333,60.22,88,40,14.97
522,Qom,IR,2022-03-12 23:53:54,34.6401,50.8764,56.8,27,100,1.54
523,Belluno,IT,2022-03-12 23:53:54,46.145,12.2214,35.87,63,6,1.01
524,Rincon,US,2022-03-12 23:49:47,32.296,-81.2354,46.36,34,40,21.85
525,Poso,ID,2022-03-12 23:53:55,-1.3959,120.7524,80.24,84,95,3.51
526,Ise,JP,2022-03-12 23:53:55,34.4833,136.7,55.4,77,99,3.22
527,Istisu,AZ,2022-03-12 23:53:55,40.9457,48.0738,29.07,77,65,4.56
528,Necochea,AR,2022-03-12 23:53:56,-38.5473,-58.7368,62.35,57,62,12.46
529,Chase,CA,2022-03-12 23:53:56,50.8165,-119.6857,44.33,94,100,2.71
530,Moron,AR,2022-03-12 23:53:57,-34.6534,-58.6198,69.98,60,0,4.85
531,Teya,RU,2022-03-12 23:53:57,60.3778,92.6267,-22.7,100,98,2.1
532,Mezen,RU,2022-03-12 23:53:57,65.8522,44.24,19.08,96,86,7.14
533,Adre,TD,2022-03-12 23:53:58,13.4667,22.2,71.56,15,3,16.35
534,Puerto Escondido,MX,2022-03-12 23:53:58,15.85,-97.0667,82.17,64,34,8.63
535,Xifeng,CN,2022-03-12 23:53:58,42.7372,124.7222,33.91,76,100,6.76
536,Chincha Alta,PE,2022-03-12 23:53:59,-13.4099,-76.1323,72.19,83,99,2.86
537,Belaya Gora,RU,2022-03-12 23:53:59,68.5333,146.4167,-4.14,87,100,2.24
538,Severo-Yeniseyskiy,RU,2022-03-12 23:53:59,60.3725,93.0408,-24.18,100,98,2.91
539,Miandrivazo,MG,2022-03-12 23:54:00,-19.5167,45.4667,76.06,88,100,3.38
540,Abnub,EG,2022-03-12 23:54:00,27.2696,31.1511,48.42,41,0,11.9
541,Madimba,TZ,2022-03-12 23:54:00,-10.4,40.3333,77.14,82,85,3.53
542,Balsa,RO,2022-03-12 23:54:02,46.0333,23.1167,23.94,54,46,1.79
543,Sinnamary,GF,2022-03-12 23:54:02,5.3833,-52.95,76.55,90,84,11.36
544,Bengkulu,ID,2022-03-12 23:54:03,-3.8004,102.2655,76.6,88,100,3.67
545,Monrovia,LR,2022-03-12 23:54:03,6.3005,-10.7969,80.24,87,99,6.31
546,Hervey Bay,AU,2022-03-12 23:54:03,-25.2986,152.8535,77.22,62,25,17.43
547,Deer Lake,CA,2022-03-12 23:54:04,49.1667,-57.4316,33.66,93,100,13.8
548,Villa Carlos Paz,AR,2022-03-12 23:54:04,-31.4241,-64.4978,63.68,70,21,2.59
549,Rio Gallegos,AR,2022-03-12 23:54:04,-51.6226,-69.2181,53.65,47,0,2.3
550,Ondjiva,AO,2022-03-12 23:54:05,-17.0667,15.7333,67.1,91,99,3.76
551,Nishihara,JP,2022-03-12 23:54:05,26.1842,127.7558,69.85,78,40,6.91
552,Batsfjord,NO,2022-03-12 23:54:05,70.6345,29.7185,25.14,81,83,5.21
553,Alta Floresta,BR,2022-03-12 23:55:06,-9.8756,-56.0861,73.72,95,96,1.48
554,Riberalta,BO,2022-03-12 23:55:06,-10.9833,-66.1,79.0,78,75,0.0
555,Nantucket,US,2022-03-12 23:51:29,41.2835,-70.0995,35.71,94,100,34.99
